Year,Month_No,Month,Round,State,Station Code,Station Name,pH
2025,1,January,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,1,January,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.54
2025,2,February,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,2,February,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,3,March,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,3,March,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.48
2025,4,April,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.4
2025,4,April,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,5,May,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,5,May,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.55
2025,6,June,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.57
2025,6,June,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.48
2025,7,July,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.58
2025,7,July,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.58
2025,8,August,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.55
2025,8,August,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.52
2025,9,September,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.55
2025,9,September,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.48
2025,10,October,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,10,October,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.62
2025,11,November,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,11,November,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,12,December,1,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.4
2025,12,December,2,Uttar Pradesh,10149,"U/S BRIJGHAT, GARHMUKTESHWAR",7.5
2025,1,January,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.5
2025,1,January,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.5
2025,2,February,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.5
2025,2,February,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.4
2025,3,March,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.5
2025,3,March,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.55
2025,4,April,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.46
2025,4,April,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.55
2025,5,May,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.64
2025,5,May,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,6,June,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,6,June,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.46
2025,7,July,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.59
2025,7,July,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.54
2025,8,August,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,8,August,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.56
2025,9,September,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,9,September,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,10,October,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.55
2025,10,October,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.58
2025,11,November,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,11,November,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,12,December,1,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.5
2025,12,December,2,Uttar Pradesh,1062,"BRIJGHAT D/S, GHARMUKTESHWAR ",7.6
2025,1,January,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.33
2025,1,January,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.26
2025,2,February,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.32
2025,2,February,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.2
2025,3,March,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.24
2025,3,March,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.22
2025,4,April,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.26
2025,4,April,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.29
2025,5,May,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.12
2025,5,May,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.16
2025,6,June,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.29
2025,6,June,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.25
2025,7,July,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.17
2025,7,July,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.22
2025,8,August,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.21
2025,8,August,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.36
2025,9,September,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.31
2025,9,September,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.21
2025,10,October,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.55
2025,10,October,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.58
2025,11,November,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.29
2025,11,November,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.15
2025,12,December,1,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.31
2025,12,December,2,Uttar Pradesh,2488,U/S ANOOPSHAHAR,7.21
2025,1,January,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.28
2025,1,January,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.21
2025,2,February,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.28
2025,2,February,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.18
2025,3,March,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.21
2025,3,March,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.18
2025,4,April,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.33
2025,4,April,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.25
2025,5,May,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.18
2025,5,May,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.2
2025,6,June,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.25
2025,6,June,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.18
2025,7,July,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.28
2025,7,July,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.25
2025,8,August,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.19
2025,8,August,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.3
2025,9,September,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.27
2025,9,September,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.28
2025,10,October,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.25
2025,10,October,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.28
2025,11,November,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.25
2025,11,November,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.19
2025,12,December,1,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.26
2025,12,December,2,Uttar Pradesh,2489,ANOOPSHAHAR D/S,7.26
2025,1,January,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.23
2025,1,January,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.17
2025,2,February,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.26
2025,2,February,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.16
2025,3,March,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.28
2025,3,March,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.24
2025,4,April,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.36
2025,4,April,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.22
2025,5,May,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.21
2025,5,May,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.28
2025,6,June,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.16
2025,6,June,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.12
2025,7,July,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.12
2025,7,July,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.28
2025,8,August,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.25
2025,8,August,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.22
2025,9,September,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.19
2025,9,September,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.11
2025,10,October,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.13
2025,10,October,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.25
2025,11,November,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.19
2025,11,November,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.24
2025,12,December,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.21
2025,12,December,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),7.15
2025,1,January,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),8.0
2025,1,January,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,2,February,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),8.0
2025,2,February,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),8.0
2025,3,March,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,3,March,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.8
2025,4,April,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.8
2025,4,April,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.7
2025,5,May,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,5,May,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,6,June,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,6,June,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.5
2025,7,July,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.6
2025,7,July,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.8
2025,8,August,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.8
2025,8,August,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,9,September,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.4
2025,9,September,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.6
2025,10,October,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,10,October,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.8
2025,11,November,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.7
2025,11,November,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,12,December,1,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.9
2025,12,December,2,Uttar Pradesh,2490,KACHHLA GHAT (ALIGARH),7.7
2025,1,January,1,Uttar Pradesh,10151,FARRUKHABAD,8.46
2025,1,January,2,Uttar Pradesh,10151,FARRUKHABAD,8.45
2025,2,February,1,Uttar Pradesh,10151,FARRUKHABAD,8.42
2025,2,February,2,Uttar Pradesh,10151,FARRUKHABAD,8.44
2025,3,March,1,Uttar Pradesh,10151,FARRUKHABAD,8.42
2025,3,March,2,Uttar Pradesh,10151,FARRUKHABAD,8.43
2025,4,April,1,Uttar Pradesh,10151,FARRUKHABAD,8.46
2025,4,April,2,Uttar Pradesh,10151,FARRUKHABAD,8.48
2025,5,May,1,Uttar Pradesh,10151,FARRUKHABAD,8.45
2025,5,May,2,Uttar Pradesh,10151,FARRUKHABAD,8.41
2025,6,June,1,Uttar Pradesh,10151,FARRUKHABAD,8.47
2025,6,June,2,Uttar Pradesh,10151,FARRUKHABAD,8.47
2025,7,July,1,Uttar Pradesh,10151,FARRUKHABAD,8.47
2025,7,July,2,Uttar Pradesh,10151,FARRUKHABAD,8.46
2025,8,August,1,Uttar Pradesh,10151,FARRUKHABAD,8.44
2025,8,August,2,Uttar Pradesh,10151,FARRUKHABAD,8.38
2025,9,September,1,Uttar Pradesh,10151,FARRUKHABAD,8.37
2025,9,September,2,Uttar Pradesh,10151,FARRUKHABAD,8.41
2025,10,October,1,Uttar Pradesh,10151,FARRUKHABAD,8.49
2025,10,October,2,Uttar Pradesh,10151,FARRUKHABAD,8.59
2025,11,November,1,Uttar Pradesh,10151,FARRUKHABAD,8.43
2025,11,November,2,Uttar Pradesh,10151,FARRUKHABAD,8.4
2025,12,December,1,Uttar Pradesh,10151,FARRUKHABAD,8.47
2025,12,December,2,Uttar Pradesh,10151,FARRUKHABAD,8.36
2025,1,January,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.42
2025,1,January,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.41
2025,2,February,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.42
2025,2,February,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.43
2025,3,March,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.39
2025,3,March,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.4
2025,4,April,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.43
2025,4,April,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.45
2025,5,May,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.42
2025,5,May,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.4
2025,6,June,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.44
2025,6,June,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.47
2025,7,July,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.46
2025,7,July,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.45
2025,8,August,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.41
2025,8,August,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.31
2025,9,September,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.35
2025,9,September,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.37
2025,10,October,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.45
2025,10,October,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.53
2025,11,November,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.4
2025,11,November,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.38
2025,12,December,1,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.44
2025,12,December,2,Uttar Pradesh,1063,U/S KANNAUJ (RAJGHAT),8.31
2025,1,January,1,Uttar Pradesh,1066,KANNAUJ D/S,8.37
2025,1,January,2,Uttar Pradesh,1066,KANNAUJ D/S,8.39
2025,2,February,1,Uttar Pradesh,1066,KANNAUJ D/S,8.4
2025,2,February,2,Uttar Pradesh,1066,KANNAUJ D/S,8.41
2025,3,March,1,Uttar Pradesh,1066,KANNAUJ D/S,8.37
2025,3,March,2,Uttar Pradesh,1066,KANNAUJ D/S,8.36
2025,4,April,1,Uttar Pradesh,1066,KANNAUJ D/S,8.36
2025,4,April,2,Uttar Pradesh,1066,KANNAUJ D/S,8.42
2025,5,May,1,Uttar Pradesh,1066,KANNAUJ D/S,8.41
2025,5,May,2,Uttar Pradesh,1066,KANNAUJ D/S,8.36
2025,6,June,1,Uttar Pradesh,1066,KANNAUJ D/S,8.41
2025,6,June,2,Uttar Pradesh,1066,KANNAUJ D/S,8.45
2025,7,July,1,Uttar Pradesh,1066,KANNAUJ D/S,8.48
2025,7,July,2,Uttar Pradesh,1066,KANNAUJ D/S,8.43
2025,8,August,1,Uttar Pradesh,1066,KANNAUJ D/S,8.36
2025,8,August,2,Uttar Pradesh,1066,KANNAUJ D/S,8.26
2025,9,September,1,Uttar Pradesh,1066,KANNAUJ D/S,8.3
2025,9,September,2,Uttar Pradesh,1066,KANNAUJ D/S,8.32
2025,10,October,1,Uttar Pradesh,1066,KANNAUJ D/S,8.41
2025,10,October,2,Uttar Pradesh,1066,KANNAUJ D/S,8.45
2025,11,November,1,Uttar Pradesh,1066,KANNAUJ D/S,8.38
2025,11,November,2,Uttar Pradesh,1066,KANNAUJ D/S,8.36
2025,12,December,1,Uttar Pradesh,1066,KANNAUJ D/S,8.4
2025,12,December,2,Uttar Pradesh,1066,KANNAUJ D/S,8.23
2025,1,January,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.39
2025,1,January,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.4
2025,2,February,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.32
2025,2,February,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.42
2025,3,March,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.4
2025,3,March,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.41
2025,4,April,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.4
2025,4,April,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.39
2025,5,May,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.42
2025,5,May,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.37
2025,6,June,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.31
2025,6,June,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.45
2025,7,July,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.43
2025,7,July,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.42
2025,8,August,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.38
2025,8,August,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.3
2025,9,September,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.32
2025,9,September,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.31
2025,10,October,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.39
2025,10,October,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.43
2025,11,November,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.41
2025,11,November,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.34
2025,12,December,1,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.42
2025,12,December,2,Uttar Pradesh,5709,"NANAMAU GANGA BRIDGE,KANPUR",8.28
2025,1,January,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.46
2025,1,January,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.4
2025,2,February,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.48
2025,2,February,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.45
2025,3,March,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.44
2025,3,March,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.45
2025,4,April,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.44
2025,4,April,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.42
2025,5,May,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.42
2025,5,May,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.44
2025,6,June,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.44
2025,6,June,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.49
2025,7,July,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.44
2025,7,July,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.42
2025,8,August,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.39
2025,8,August,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.32
2025,9,September,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.28
2025,9,September,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.42
2025,10,October,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.41
2025,10,October,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.45
2025,11,November,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.43
2025,11,November,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.4
2025,12,December,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.45
2025,12,December,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.3
2025,1,January,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.45
2025,1,January,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.42
2025,2,February,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.46
2025,2,February,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.44
2025,3,March,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.42
2025,3,March,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.42
2025,4,April,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.43
2025,4,April,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.41
2025,5,May,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.39
2025,5,May,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.35
2025,6,June,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.38
2025,6,June,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.44
2025,7,July,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.4
2025,7,July,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.39
2025,8,August,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.36
2025,8,August,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.32
2025,9,September,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.2
2025,9,September,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.41
2025,10,October,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.42
2025,10,October,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.44
2025,11,November,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.42
2025,11,November,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.4
2025,12,December,1,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.4
2025,12,December,2,Uttar Pradesh,1067,U/S KANPUR  (RANIGHAT),8.3
2025,1,January,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,1,January,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.48
2025,2,February,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.45
2025,2,February,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,3,March,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,3,March,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,4,April,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,4,April,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,5,May,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,5,May,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,6,June,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,6,June,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.31
2025,7,July,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.42
2025,7,July,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,8,August,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.32
2025,8,August,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.32
2025,9,September,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.24
2025,9,September,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,10,October,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.38
2025,10,October,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.41
2025,11,November,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.4
2025,11,November,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.36
2025,12,December,1,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.37
2025,12,December,2,Uttar Pradesh,10154,U/s SHUKLAGANJ ,8.26
2025,1,January,1,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.37
2025,1,January,2,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.37
2025,2,February,1,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.44
2025,2,February,2,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.42
2025,3,March,1,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.4
2025,3,March,2,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.36
2025,4,April,1,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.39
2025,4,April,2,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.37
2025,5,May,1,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.31
2025,5,May,2,Uttar Pradesh,10155,SHUKLAGANJ D/S,8.3
