Forecast_Year,Forecast_Month_No,Forecast_Month,Forecast_Round,State,Station Code,Station Name,Pred_DO,Pred_pH,Pred_BOD
2026,4,April,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.065,7.862,4.202
2026,4,April,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.935,7.842,4.136
2026,5,May,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.887,7.84,4.091
2026,5,May,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.906,7.852,4.064
2026,6,June,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.989,7.873,4.048
2026,6,June,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.151,7.896,4.038
2026,7,July,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.321,7.912,4.042
2026,7,July,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.456,7.916,4.049
2026,8,August,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.516,7.908,4.052
2026,8,August,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.447,7.884,4.004
2026,9,September,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.265,7.854,3.889
2026,9,September,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),7.075,7.827,3.795
2026,10,October,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.898,7.805,3.738
2026,10,October,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.764,7.793,3.698
2026,11,November,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.678,7.788,3.665
2026,11,November,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.631,7.788,3.64
2026,12,December,1,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.61,7.791,3.622
2026,12,December,2,Uttar Pradesh,1068,KANPUR D/S (JAJMAU PUMPING STATION),6.605,7.795,3.608
2026,1,January,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.142,8.29,2.198
2026,1,January,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.383,8.309,2.188
2026,2,February,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.46,8.309,2.173
2026,2,February,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.424,8.299,2.19
2026,3,March,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.274,8.285,2.279
2026,3,March,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),9.123,8.268,2.37
2026,4,April,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.912,8.239,2.473
2026,4,April,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.699,8.205,2.551
2026,5,May,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.517,8.172,2.602
2026,5,May,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.377,8.142,2.625
2026,6,June,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.306,8.128,2.637
2026,6,June,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.286,8.127,2.652
2026,7,July,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.3,8.134,2.674
2026,7,July,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.339,8.146,2.694
2026,8,August,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.39,8.158,2.712
2026,8,August,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.449,8.171,2.729
2026,9,September,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.512,8.182,2.744
2026,9,September,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.577,8.193,2.756
2026,10,October,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.645,8.203,2.764
2026,10,October,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.709,8.213,2.772
2026,11,November,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.764,8.22,2.779
2026,11,November,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.798,8.224,2.787
2026,12,December,1,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.808,8.225,2.796
2026,12,December,2,Uttar Pradesh,1070,U/S VARANASI  (VISHWA SUNDARI BRIDGE),8.796,8.221,2.806
2026,1,January,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.723,7.959,3.299
2026,1,January,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.713,7.968,3.368
2026,2,February,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.672,7.966,3.424
2026,2,February,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.606,7.96,3.475
2026,3,March,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.509,7.952,3.519
2026,3,March,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.399,7.941,3.554
2026,4,April,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.279,7.927,3.579
2026,4,April,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.136,7.905,3.599
2026,5,May,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.983,7.885,3.603
2026,5,May,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.845,7.868,3.595
2026,6,June,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.731,7.854,3.58
2026,6,June,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.646,7.849,3.564
2026,7,July,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.595,7.848,3.555
2026,7,July,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.569,7.85,3.547
2026,8,August,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.562,7.854,3.537
2026,8,August,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.57,7.86,3.52
2026,9,September,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.592,7.868,3.495
2026,9,September,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.631,7.879,3.463
2026,10,October,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.688,7.893,3.424
2026,10,October,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.768,7.913,3.379
2026,11,November,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),6.872,7.937,3.329
2026,11,November,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.003,7.965,3.281
2026,12,December,1,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.173,7.998,3.241
2026,12,December,2,Uttar Pradesh,1071,VARANASI D/S (MALVIYA BRIDGE),7.391,8.036,3.202
2026,1,January,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.439,7.938,3.512
2026,1,January,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.478,7.957,3.508
2026,2,February,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.501,7.965,3.506
2026,2,February,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.5,7.967,3.512
2026,3,March,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.479,7.969,3.52
2026,3,March,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.439,7.967,3.536
2026,4,April,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.381,7.957,3.555
2026,4,April,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.304,7.946,3.575
2026,5,May,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.209,7.932,3.595
2026,5,May,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.095,7.916,3.608
2026,6,June,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.934,7.884,3.603
2026,6,June,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.786,7.866,3.593
2026,7,July,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.676,7.86,3.578
2026,7,July,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.61,7.859,3.558
2026,8,August,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.579,7.862,3.54
2026,8,August,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.572,7.866,3.524
2026,9,September,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.58,7.872,3.507
2026,9,September,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.602,7.88,3.486
2026,10,October,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.637,7.889,3.461
2026,10,October,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.686,7.902,3.43
2026,11,November,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.755,7.918,3.391
2026,11,November,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.85,7.94,3.343
2026,12,December,1,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),6.976,7.968,3.292
2026,12,December,2,Uttar Pradesh,1073,TARIGHAT (GHAZIPUR),7.146,8.001,3.245
2026,1,January,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.909,7.837,1.497
2026,1,January,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.553,7.66,1.675
2026,2,February,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.461,7.639,1.781
2026,2,February,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.436,7.638,1.82
2026,3,March,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.432,7.639,1.836
2026,3,March,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.437,7.643,1.846
2026,4,April,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.404,7.637,1.821
2026,4,April,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.393,7.629,1.815
2026,5,May,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.377,7.627,1.805
2026,5,May,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.368,7.615,1.777
2026,6,June,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.326,7.601,1.729
2026,6,June,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.314,7.596,1.717
2026,7,July,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.291,7.545,1.661
2026,7,July,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.281,7.511,1.625
2026,8,August,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.284,7.5,1.601
2026,8,August,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.285,7.493,1.581
2026,9,September,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.283,7.488,1.565
2026,9,September,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.279,7.483,1.551
2026,10,October,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.275,7.477,1.537
2026,10,October,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.271,7.471,1.526
2026,11,November,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.267,7.464,1.515
2026,11,November,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.265,7.457,1.505
2026,12,December,1,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.265,7.45,1.495
2026,12,December,2,Bihar,1074,"BUXAR, CHAUSA KARMNASA ",7.266,7.443,1.487
2026,1,January,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.419,7.556,1.612
2026,1,January,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.3,7.564,1.625
2026,2,February,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.268,7.563,1.64
2026,2,February,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.266,7.567,1.656
2026,3,March,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.264,7.569,1.663
2026,3,March,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.275,7.571,1.671
2026,4,April,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.273,7.574,1.678
2026,4,April,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.274,7.574,1.681
2026,5,May,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.275,7.575,1.682
2026,5,May,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.28,7.576,1.687
2026,6,June,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.294,7.57,1.677
2026,6,June,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.263,7.491,1.59
2026,7,July,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.256,7.48,1.539
2026,7,July,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.25,7.477,1.521
2026,8,August,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.248,7.474,1.514
2026,8,August,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.247,7.471,1.509
2026,9,September,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.248,7.467,1.505
2026,9,September,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.249,7.463,1.5
2026,10,October,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.251,7.458,1.495
2026,10,October,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.253,7.453,1.489
2026,11,November,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.255,7.447,1.483
2026,11,November,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.258,7.441,1.476
2026,12,December,1,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.262,7.434,1.47
2026,12,December,2,Bihar,1077,"KURJI AT DIGHA GHAT, U/S PATNA",7.268,7.426,1.463
2026,1,January,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.485,7.604,1.824
2026,1,January,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.389,7.585,1.708
2026,2,February,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.376,7.58,1.7
2026,2,February,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.365,7.575,1.689
2026,3,March,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.368,7.573,1.702
2026,3,March,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.314,7.544,1.647
2026,4,April,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.297,7.544,1.642
2026,4,April,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.29,7.546,1.647
2026,5,May,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.288,7.548,1.653
2026,5,May,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.298,7.544,1.666
2026,6,June,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.319,7.535,1.684
2026,6,June,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.297,7.472,1.601
2026,7,July,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.288,7.468,1.549
2026,7,July,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.277,7.464,1.525
2026,8,August,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.272,7.46,1.513
2026,8,August,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.27,7.456,1.506
2026,9,September,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.27,7.451,1.5
2026,9,September,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.271,7.446,1.493
2026,10,October,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.272,7.441,1.488
2026,10,October,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.274,7.436,1.483
2026,11,November,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.278,7.43,1.478
2026,11,November,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.284,7.424,1.472
2026,12,December,1,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.29,7.416,1.466
2026,12,December,2,Bihar,1079,PATNA D/S (GANGA BRIDGE),7.298,7.408,1.46
2026,1,January,1,West Bengal,1080,BEHARAMPORE,8.29,7.337,1.491
2026,1,January,2,West Bengal,1080,BEHARAMPORE,8.117,7.479,1.424
2026,2,February,1,West Bengal,1080,BEHARAMPORE,7.934,7.544,1.486
2026,2,February,2,West Bengal,1080,BEHARAMPORE,8.068,7.313,1.511
2026,3,March,1,West Bengal,1080,BEHARAMPORE,8.292,7.217,1.419
2026,3,March,2,West Bengal,1080,BEHARAMPORE,8.415,7.181,1.375
2026,4,April,1,West Bengal,1080,BEHARAMPORE,8.456,7.164,1.363
2026,4,April,2,West Bengal,1080,BEHARAMPORE,8.471,7.154,1.361
2026,5,May,1,West Bengal,1080,BEHARAMPORE,8.474,7.149,1.364
2026,5,May,2,West Bengal,1080,BEHARAMPORE,8.464,7.145,1.364
2026,6,June,1,West Bengal,1080,BEHARAMPORE,8.443,7.143,1.375
2026,6,June,2,West Bengal,1080,BEHARAMPORE,8.379,7.147,1.383
2026,7,July,1,West Bengal,1080,BEHARAMPORE,8.311,7.153,1.391
2026,7,July,2,West Bengal,1080,BEHARAMPORE,8.285,7.155,1.396
2026,8,August,1,West Bengal,1080,BEHARAMPORE,8.301,7.148,1.409
2026,8,August,2,West Bengal,1080,BEHARAMPORE,8.392,7.12,1.474
2026,9,September,1,West Bengal,1080,BEHARAMPORE,8.434,7.107,1.493
2026,9,September,2,West Bengal,1080,BEHARAMPORE,8.456,7.103,1.499
2026,10,October,1,West Bengal,1080,BEHARAMPORE,8.472,7.1,1.501
2026,10,October,2,West Bengal,1080,BEHARAMPORE,8.486,7.099,1.503
2026,11,November,1,West Bengal,1080,BEHARAMPORE,8.5,7.098,1.504
2026,11,November,2,West Bengal,1080,BEHARAMPORE,8.514,7.097,1.505
2026,12,December,1,West Bengal,1080,BEHARAMPORE,8.529,7.096,1.507
2026,12,December,2,West Bengal,1080,BEHARAMPORE,8.543,7.096,1.509
2026,1,January,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.991,7.132,1.405
2026,1,January,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.824,7.14,1.423
2026,2,February,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.733,7.145,1.441
2026,2,February,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.69,7.147,1.453
2026,3,March,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.682,7.146,1.463
2026,3,March,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.685,7.144,1.47
2026,4,April,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.692,7.143,1.474
2026,4,April,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.703,7.141,1.476
2026,5,May,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.719,7.137,1.482
2026,5,May,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.726,7.126,1.492
2026,6,June,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.725,7.116,1.503
2026,6,June,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.725,7.108,1.517
2026,7,July,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.694,7.102,1.517
2026,7,July,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.677,7.1,1.52
2026,8,August,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.671,7.099,1.523
2026,8,August,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.672,7.098,1.525
2026,9,September,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.676,7.098,1.527
2026,9,September,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.682,7.097,1.528
2026,10,October,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.688,7.097,1.529
2026,10,October,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.694,7.097,1.53
2026,11,November,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.701,7.096,1.531
2026,11,November,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.706,7.096,1.531
2026,12,December,1,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.71,7.096,1.532
2026,12,December,2,Uttar Pradesh,1145,NARORA (BULANDSAHAR),8.714,7.095,1.532
2026,1,January,1,Uttar Pradesh,1146,BITHOOR (KANPUR),9.775,8.348,3.293
2026,1,January,2,Uttar Pradesh,1146,BITHOOR (KANPUR),9.481,8.317,3.543
2026,2,February,1,Uttar Pradesh,1146,BITHOOR (KANPUR),9.096,8.257,3.741
2026,2,February,2,Uttar Pradesh,1146,BITHOOR (KANPUR),8.642,8.18,3.884
2026,3,March,1,Uttar Pradesh,1146,BITHOOR (KANPUR),8.16,8.087,3.951
2026,3,March,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.782,8.016,3.957
2026,4,April,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.546,7.975,3.931
2026,4,April,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.444,7.961,3.887
2026,5,May,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.448,7.965,3.839
2026,5,May,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.52,7.98,3.808
2026,6,June,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.613,7.99,3.807
2026,6,June,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.68,7.984,3.843
2026,7,July,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.703,7.968,3.898
2026,7,July,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.675,7.947,3.956
2026,8,August,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.591,7.922,4.001
2026,8,August,2,Uttar Pradesh,1146,BITHOOR (KANPUR),7.427,7.89,4.003
2026,9,September,1,Uttar Pradesh,1146,BITHOOR (KANPUR),7.194,7.855,3.944
2026,9,September,2,Uttar Pradesh,1146,BITHOOR (KANPUR),6.951,7.823,3.869
2026,10,October,1,Uttar Pradesh,1146,BITHOOR (KANPUR),6.749,7.802,3.804
2026,10,October,2,Uttar Pradesh,1146,BITHOOR (KANPUR),6.626,7.795,3.755
2026,11,November,1,Uttar Pradesh,1146,BITHOOR (KANPUR),6.565,7.795,3.72
2026,11,November,2,Uttar Pradesh,1146,BITHOOR (KANPUR),6.545,7.797,3.697
2026,12,December,1,Uttar Pradesh,1146,BITHOOR (KANPUR),6.546,7.801,3.679
2026,12,December,2,Uttar Pradesh,1146,BITHOOR (KANPUR),6.56,7.804,3.663
2026,1,January,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),9.061,8.07,2.242
2026,1,January,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.785,8.107,2.404
2026,2,February,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.652,8.127,2.569
2026,2,February,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.565,8.137,2.684
2026,3,March,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.417,8.125,2.748
2026,3,March,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.305,8.115,2.767
2026,4,April,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.229,8.108,2.757
2026,4,April,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.195,8.099,2.752
2026,5,May,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.181,8.095,2.749
2026,5,May,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.183,8.094,2.748
2026,6,June,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.208,8.098,2.752
2026,6,June,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.242,8.105,2.754
2026,7,July,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.326,8.131,2.768
2026,7,July,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.441,8.161,2.782
2026,8,August,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.565,8.186,2.794
2026,8,August,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.692,8.209,2.8
2026,9,September,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.805,8.226,2.801
2026,9,September,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.887,8.237,2.797
2026,10,October,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.927,8.241,2.795
2026,10,October,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.929,8.24,2.799
2026,11,November,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.901,8.235,2.809
2026,11,November,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.849,8.227,2.824
2026,12,December,1,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.783,8.216,2.838
2026,12,December,2,Uttar Pradesh,1147,DALMAU (RAI BAREILLY),8.707,8.203,2.852
2026,1,January,1,West Bengal,1335,PATIKALI ,7.537,8.092,1.883
2026,1,January,2,West Bengal,1335,PATIKALI ,7.723,8.04,1.831
2026,2,February,1,West Bengal,1335,PATIKALI ,7.709,7.998,1.837
2026,2,February,2,West Bengal,1335,PATIKALI ,7.63,7.949,1.837
2026,3,March,1,West Bengal,1335,PATIKALI ,7.55,7.908,1.858
2026,3,March,2,West Bengal,1335,PATIKALI ,7.504,7.873,1.853
2026,4,April,1,West Bengal,1335,PATIKALI ,7.457,7.832,1.85
2026,4,April,2,West Bengal,1335,PATIKALI ,7.52,7.821,1.828
2026,5,May,1,West Bengal,1335,PATIKALI ,7.514,7.779,1.767
2026,5,May,2,West Bengal,1335,PATIKALI ,7.487,7.76,1.777
2026,6,June,1,West Bengal,1335,PATIKALI ,7.446,7.738,1.79
2026,6,June,2,West Bengal,1335,PATIKALI ,7.385,7.707,1.803
2026,7,July,1,West Bengal,1335,PATIKALI ,7.341,7.678,1.816
2026,7,July,2,West Bengal,1335,PATIKALI ,7.317,7.65,1.802
2026,8,August,1,West Bengal,1335,PATIKALI ,7.301,7.625,1.778
2026,8,August,2,West Bengal,1335,PATIKALI ,7.288,7.603,1.75
2026,9,September,1,West Bengal,1335,PATIKALI ,7.277,7.584,1.722
2026,9,September,2,West Bengal,1335,PATIKALI ,7.267,7.568,1.697
